data_homologacao,numero_homologacao,fabricante,brand,modelo,nome_comercial,tipo_produto,situacao,pais
28/01/2014,042721300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G3812B,SM-G3812B,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/01/2011,033821000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5570B,GT-S5570B,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/03/2010,001791000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S3550,GT-S3550,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/02/2013,001821300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S3332,GT-S3332,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/05/2002,002860200953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-R200S,SGH-R200S,Telefone Móvel Celular,Homologação Cancelada,Coréia
16/02/2011,001751100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9003B,GT-I9003B,Telefone Móvel Celular,Homologação Suspensa,Coréia
17/01/2012,034831100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-B5512B,GT-B5512B,Telefone Móvel Celular,Homologação Suspensa,Coréia
07/03/2016,041751400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-E500M/DS (Galaxy E5),SM-E500M/DS (Galaxy E5),Telefone Móvel Celular,Homologação Suspensa,Coréia
07/03/2016,041751400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-E500M (Galaxy E5),SM-E500M (Galaxy E5),Telefone Móvel Celular,Homologação Suspensa,Coréia
13/03/2015,041261403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SWL-B70F,SWL-B70F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
07/01/2015,043311300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9063T,GT-I9063T,Telefone Móvel Celular,Homologação Suspensa,Coréia
18/01/2008,022630700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-F265L,SGH-F265L,Telefone Móvel Celular,Homologação Suspensa,Coréia
06/02/2009,026920800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E250L,SGH-E250L,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/04/2018,043121303269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,Xpress M2835DW,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
06/11/2014,044531300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T110,SM-T110,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/02/2008,022330701993,Apple Inc.,APPLE,A1255,A1255,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
22/05/2017,047591507120,Harman International Industries Inc.,JBL,GTR-104 e K4,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
17/03/2015,043771402701,Harman International Industries Inc.,JBL,EON615,EON615,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
12/02/2009,027040800953,Samsung Electronics Co Ltd.,SAMSUNG,S3500,S3500,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/01/2011,033771000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5830B,GT-S5830B,Telefone Móvel Celular,Homologação Suspensa,Coréia
14/02/2012,001001203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIBT30D,WIBT30D,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
24/03/2011,026910800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C276,SGH-C276,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/02/2002,000600200953,Samsung Electronics Co Ltd.,SAMSUNG,STH-A225,STH-A225,Telefone Móvel Celular,Homologação Cancelada,Coréia
28/02/2002,000610200953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-A475,SCH-A475,Telefone Móvel Celular,Homologação Cancelada,Coréia
10/09/2015,039571207120,Harman International Industries Inc.,JBL,JBL Cinema SB200,JBL Cinema SB200,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
06/11/2020,002680501993,Apple Inc.,APPLE,A1114,A1114,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Cancelada,Estados Unidos da América
17/02/2012,002761200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5367,GT-S5367,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/06/2005,005270501963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-4216F,SCX-4216F,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
17/03/2011,026900800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C276L,SGH-C276L,Telefone Móvel Celular,Homologação Suspensa,Coréia
22/05/2017,047581507120,Harman International Industries Inc.,JBL,GTR-7535 e K5,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
13/02/2004,001430400953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E100,SGH-E100,Telefone Móvel Celular,Homologação Cancelada,Coréia
13/02/2004,001440400953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-X100,SGH-X100,Telefone Móvel Celular,Homologação Cancelada,Coréia
30/06/2015,016691500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G361M,SM-G361M,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/06/2015,016691500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G361M/DS,SM-G361M/DS,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/02/2013,000731308636,"Samsung Electronics Co., Ltd.",SAMSUNG,WB30F,WB30F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
14/02/2014,000081400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T520,SM-T520,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/12/2008,012120803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-XA100,HT-XA100,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/09/2007,005620700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C161,SGH-C161,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/04/2009,006920903269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIS09ABGNX/XAZ,WIS09ABGNX/XAZ,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/01/2014,041071303269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,BTM740B,BTM740B,Transceptor de Radiação Restrita,Homologação Cancelada,Coréia
26/03/2012,007491202217,Samsung Electronics Co Ltd.,SAMSUNG,WB850F,WB850F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
25/01/2017,001451500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T113NU,SM-T113NU,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
03/06/2015,012331503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,QCNFA354,QCNFA354,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
08/04/2011,007591100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9020A,GT-I9020A,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/01/2015,042151400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G130BU/DS,SM-G130BU/DS,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/10/2009,023300900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S7550B,GT-S7550B,Telefone Móvel Celular,Homologação Suspensa,Coréia
23/09/2008,018340800953,Samsung Electronics Co Ltd.,SAMSUNG,M3510L,M3510L,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/10/2010,016350900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S3650,GT-S3650,Telefone Móvel Celular,Homologação Suspensa,Coréia
14/07/2015,015031503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,Xpress C480W,Xpress C480W,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
18/05/2017,012581607120,Harman International Industries Inc.,JBL,ONYX STUDIO 3,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/11/2010,016360900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-M2520,GT-M2520,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/08/2004,007290400953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-N700,SGH-N700,Telefone Móvel Celular,Homologação Cancelada,Coréia
02/06/2010,011081000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E2550L,GT-E2550L,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/01/2015,041051400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-E700M,SM-E700M,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/01/2015,041051400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-E700M/DS,SM-E700M/DS,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/06/2005,005150500953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-N380,SCH-N380,Telefone Móvel Celular,Homologação Cancelada,Coréia
09/07/2007,003420702217,Samsung Electronics Co Ltd.,SAMSUNG,YP-T9BAB/XAZ,YP-T9BAB/XAZ,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
05/09/2019,006411101993,Apple Inc.,APPLE,A1395,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
06/02/2009,024420803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MAX-DA76,MAX-DA76,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/02/2011,001991100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-P1010,GT-P1010,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
30/10/2009,021820901993,Apple Inc.,APPLE,A1318,A1318,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
04/10/2007,005690700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E230L,SGH-E230L,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/12/2008,024910800953,Samsung Electronics Co Ltd.,SAMSUNG,S3600,S3600,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/01/2013,036951203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WB250F,WB250F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
07/06/2013,005761302217,Samsung Electronics Co Ltd.,SAMSUNG,ESP-30,ESP-30,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
11/10/2012,024331200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-N8010,GT-N8010,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/02/2011,001481100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E2330B,GT-E2330B,Telefone Móvel Celular,Homologação Suspensa,Coréia
23/01/2012,001031200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9070,GT-I9070,Telefone Móvel Celular,Homologação Suspensa,Coréia
14/02/2005,001250500953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-A895,SCH-A895,Telefone Móvel Celular,Homologação Cancelada,Coréia
09/07/2019,007921503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WISP40A,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
30/10/2008,012110803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-X810,HT-X810,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
04/03/2015,042251408636,"Samsung Electronics Co., Ltd.",SAMSUNG,WB380F,WB380F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/02/2011,003551103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-4833FD,SCX-4833FD,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
27/04/2012,009591203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-3305W,CLX-3305W,Transceptor de Radiação Restrita,Homologação Cancelada,Coréia
09/07/2010,022060801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-6555N,SCX-6555N,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
09/07/2010,022060801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-6555NX,SCX-6555NX,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
29/07/2008,012080803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-X715,HT-X715,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
14/02/2012,000991203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIBT30A,WIBT30A,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/01/2005,000990500953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-D500,SGH-D500,Telefone Móvel Celular,Homologação Cancelada,Coréia
30/05/2008,009640800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-M310L,SGH-M310L,Telefone Móvel Celular,Homologação Suspensa,Coréia
09/02/2010,023270801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-FAX210,SCX-FAX210,Modem Analógico,Homologação Suspensa,Coréia
09/02/2010,023270801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-FAX211,SCX-FAX211,Modem Analógico,Homologação Suspensa,Coréia
12/01/2006,000940601963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-6320F,SCX-6320F,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
02/09/2013,022051300953,Samsung Electronics Co Ltd.,SAMSUNG,EK-GN120,EK-GN120,Estação Terminal de Acesso,Homologação Suspensa,Coréia
02/09/2013,022051300953,Samsung Electronics Co Ltd.,SAMSUNG,EK-GN100,EK-GN100,Estação Terminal de Acesso,Homologação Suspensa,Coréia
13/04/2015,008601507120,Harman International Industries Inc.,JBL,CLIP+,CLIP+,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
06/05/2014,010191400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T230NT,SM-T230NT,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/04/2015,007461500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-P550,SM-P550,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/04/2015,003371503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WCH730B,WCH730B,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
03/04/2019,009011203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-6260FD,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
03/04/2019,009011203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-6260FR,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
03/04/2019,009011203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-6260FW,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
22/03/2019,008781501993,Apple Inc.,APPLE,A1647,A1647,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
11/05/2015,009711400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-C115M,SM-C115M,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/09/2012,025171200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-N7100,GT-N7100,Telefone Móvel Celular,Homologação Suspensa,Coréia
10/10/2008,018360800953,Samsung Electronics Co Ltd.,SAMSUNG,M3510,M3510,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/02/2008,022620700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C275L,SGH-C275L,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/05/2008,003660801993,Apple Inc.,APPLE,A1254,A1254,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
04/04/2014,005251403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HW-F355,HW-F355,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
01/07/2003,007740301993,Apple Inc.,APPLE,A1026,A1026,Transceptor de Radiação Restrita - Híbrido,Homologação Cancelada,Estados Unidos da América
05/04/2019,001871503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WDF710Q,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/08/2004,007320400953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C200,SGH-C200,Telefone Móvel Celular,Homologação Cancelada,Coréia
24/05/2002,002870200953,Samsung Electronics Co Ltd.,SAMSUNG,STH-N375,STH-N375,Telefone Móvel Celular,Homologação Cancelada,Coréia
29/05/2009,020390700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-G600,SGH-G600,Telefone Móvel Celular,Homologação Suspensa,Coréia
01/04/2008,020510700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-J700L,SGH-J700L,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/02/2013,001541300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S6313T,GT-S6313T,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/09/2007,005700700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C425,SGH-C425,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/10/2009,001580900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E2130,GT-E2130,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/09/2007,005710700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-U100,SGH-U100,Telefone Móvel Celular,Homologação Suspensa,Coréia
21/02/2014,043921301739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EK-GC200,EK-GC200,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/01/2011,030651000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5260,GT-S5260,Telefone Móvel Celular,Homologação Suspensa,Coréia
25/09/2013,027361300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S7392L,GT-S7392L,Telefone Móvel Celular,Homologação Suspensa,Coréia
25/09/2013,027361300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S7390L,GT-S7390L,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/05/2016,012991400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G355M (Galaxy Core 2),SM-G355M (Galaxy Core 2),Telefone Móvel Celular,Homologação Suspensa,Coréia
16/05/2016,012991400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G355M/DS (Galaxy Core 2),SM-G355M/DS (Galaxy Core 2),Telefone Móvel Celular,Homologação Suspensa,Coréia
15/12/2018,023491403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SL-NWE001X,SL-NWE001X,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
10/07/2009,011980900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5600B,GT-S5600B,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/03/2010,004591000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-M3710,GT-M3710,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/02/2013,000951300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S6810B,GT-S6810B,Telefone Móvel Celular,Homologação Suspensa,Coréia
01/07/2013,016241300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9150,GT-I9150,Telefone Móvel Celular,Homologação Suspensa,Coréia
01/07/2013,016241300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9152,GT-I9152,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/12/2008,026350800953,Samsung Electronics Co Ltd.,SAMSUNG,M8800B,M8800B,Telefone Móvel Celular,Homologação Suspensa,Coréia
12/08/2011,019631107120,Harman International Industries Inc.,JBL,JBL on tour iBT,JBL on tour iBT,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
08/10/2010,021081003269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIS10ABGN,WIS10ABGN,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
07/06/2013,017451301993,Apple Inc.,APPLE,A1509,A1509,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
23/09/2008,014930700953,Samsung Electronics Co Ltd.,SAMSUNG,WEP300,WEP300,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/09/2008,014930700953,Samsung Electronics Co Ltd.,SAMSUNG,WEP301,WEP301,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
25/01/2013,000281308636,"Samsung Electronics Co., Ltd.",SAMSUNG,DV150F,DV150F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
21/07/2014,012421403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,NX300M,NX300M,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
13/05/2015,007601503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,ProXpress C2680FX,ProXpress C2680FX,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
17/02/2004,001610402217,Samsung Electronics Co Ltd.,SAMSUNG,WorkCentre PE16,WorkCentre PE16,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
27/04/2012,008071200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-P5100,GT-P5100,Estação Terminal de Acesso,Homologação Suspensa,Coréia
19/12/2001,020860100953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-N375,SCH-N375,Telefone Móvel Celular,Homologação Cancelada,Coréia
18/09/2007,012590700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-C516,SGH-C516,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/05/2008,009620800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-M140L,SGH-M140L,Telefone Móvel Celular,Homologação Suspensa,Coréia
25/03/2014,000871207120,Harman International Industries Inc.,JBL,JBL-MS-WBC,JBL-MS-WBC,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
22/06/2009,008170901963,"Samsung Electronics Co., Ltd.",SAMSUNG,WEP750,WEP750,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
11/04/2016,009001203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-4195FN,CLX-4195FN,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
11/04/2016,009001203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-4195FW,CLX-4195FW,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
11/04/2016,009001203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,Xpress C1860FW,Xpress C1860FW,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
02/05/2003,004980300953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-S300,SGH-S300,Telefone Móvel Celular,Homologação Cancelada,Coréia
14/04/2008,020530700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-M130L,SGH-M130L,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/07/2011,011291103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8040ND,SCX-8040ND,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
15/07/2011,011291103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8030ND,SCX-8030ND,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
20/08/2008,010070802217,Samsung Electronics Co Ltd.,SAMSUNG,BTW400,BTW400,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/05/2014,007731407120,Harman International Industries Inc.,JBL,JBL CLIP,JBL CLIP,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
02/05/2003,005020300953,Samsung Electronics Co Ltd.,SAMSUNG,SPH-i330,SPH-i330,Telefone Móvel Celular,Homologação Cancelada,Coréia
30/01/2012,037361107120,Harman International Industries Inc.,JBL,JBLSUBTX1,JBLSUBTX1,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
12/08/2008,012810800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-F275L,SGH-F275L,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/12/2018,023491403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SL-NWE001X,SL-NWE001X,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
24/09/2012,016901203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-9252NA,CLX-9252NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
24/09/2012,016901203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-9352NA,CLX-9352NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
29/10/2020,002411301993,Apple Inc.,APPLE,A1469,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
24/02/2011,005091103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIDT10B,WIDT10B,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
17/08/2018,015221600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T813,SM-T813,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/01/2012,036921103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HM1200,HM1200,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
17/06/2002,003380200953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-A300,SGH-A300,Telefone Móvel Celular,Homologação Cancelada,Coréia
10/10/2008,018380800953,Samsung Electronics Co Ltd.,SAMSUNG,E1117L,E1117L,Telefone Móvel Celular,Homologação Suspensa,Coréia
09/08/2002,004190200953,Samsung Electronics Co Ltd.,SAMSUNG,SWL-2100P,SWL-2100P,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Cancelada,Coréia
20/01/2011,004400900953,Samsung Electronics Co Ltd.,SAMSUNG,M2710,M2710,Telefone Móvel Celular,Homologação Suspensa,Coréia
06/01/2009,026930800953,Samsung Electronics Co Ltd.,SAMSUNG,E1075L,E1075L,Telefone Móvel Celular,Homologação Suspensa,Coréia
20/05/2015,001711501993,Apple Inc.,APPLE,A1623,A1623,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
20/05/2015,001711501993,Apple Inc.,APPLE,A1622,A1622,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
25/04/2019,008761501993,Apple Inc.,APPLE,A1598,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
22/05/2017,016971402701,Harman International Industries Inc.,JBL,HARMAN KARDON ESQUIRE MINI,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
07/06/2013,008981300953,Samsung Electronics Co Ltd.,SAMSUNG,BKB-10,BKB-10,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
09/03/2015,003681400953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9515L,GT-I9515L,Telefone Móvel Celular,Homologação Suspensa,Coréia
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7600GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7600LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7500LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7400LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7500GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
